word,jaccard,length,n_sentences,sep_max,peak_depth,combined,context,target
voice,0.10559006211180125,17.058823529411764,34,0.008571114805009578,0.7574955908289241,0.5416666666666667,0.6166666666666667,0.5166666666666666
water,0.15119363395225463,20.970588235294116,34,0.008045047521591133,0.31646825396825395,0.4916666666666667,0.5291666666666667,0.5458333333333334
earth,0.09624413145539906,24.5,32,0.25228286451763576,0.041666666666666664,1.0,0.9208333333333334,0.9833333333333334
finally,0.12935323383084577,22.625,32,0.0099747346507178,0.6642416225749559,0.5916666666666666,0.49166666666666664,0.6541666666666668
growth,0.13810741687979539,25.90625,32,0.06712720460361898,0.8386243386243386,0.9624999999999999,0.9458333333333334,0.8833333333333334
hit,0.12090680100755667,23.90625,32,0.08928598629103762,0.7115299823633157,0.8958333333333335,0.8708333333333333,0.9416666666666668
interest,0.10672853828306264,28.0625,32,0.13965069254239393,0.19885361552028216,0.9583333333333334,0.8625,0.9708333333333334
later,0.1352549889135255,27.53125,32,0.013087424967024024,0.18193342151675485,0.4708333333333333,0.6083333333333333,0.42500000000000004
meaning,0.14558472553699284,26.8125,32,0.0365052289432949,0.8999118165784833,0.6125,0.625,0.55
number,0.12206572769953052,27.21875,32,0.06546516550911793,0.20844356261022928,0.8500000000000001,0.7291666666666667,0.7833333333333334
old,0.09956709956709957,24.46875,32,0.03755348589685223,0.5764991181657848,0.6458333333333333,0.5416666666666667,0.6625
once,0.12393162393162394,27.40625,32,0.08662488063176468,0.5299823633156966,0.9833333333333334,0.7041666666666666,0.9666666666666668
pressure,0.11004784688995216,26.5,32,0.18560198280546394,0.6858465608465608,0.9833333333333334,0.9041666666666666,1.0
set,0.1341991341991342,31.875,32,0.04849154088232248,0.699129188712522,0.8125,0.7541666666666667,0.8791666666666667
spirit,0.14726840855106887,28.71875,32,0.06214925315645,0.4013999118165785,0.8750000000000001,0.7124999999999999,0.875
together,0.10067114093959731,26.0625,32,0.027519577079349045,0.2585427689594357,0.6666666666666667,0.625,0.6291666666666667
treatment,0.10714285714285714,24.125,32,0.08585326539145571,0.2761243386243386,0.8666666666666668,0.8625,0.8666666666666668
amount,0.11731843575418995,27.3,30,0.061997499730851856,0.7868165784832452,0.8333333333333334,0.8666666666666666,0.8833333333333334
cut,0.09840425531914894,21.233333333333334,30,0.07511158784230547,0.703207671957672,0.8333333333333334,0.8999999999999999,0.9
dark,0.11813186813186813,22.9,30,0.06135350465774531,0.7900132275132274,0.8666666666666666,0.8,0.8666666666666667
degree,0.1300639658848614,30.3,30,0.0007456938425699222,0.09187610229276896,0.5,0.6,0.35
discussion,0.1172069825436409,27.533333333333335,30,0.003956655661265011,0.4885361552028219,0.6,0.5333333333333333,0.4666666666666666
early,0.1118421052631579,27.766666666666666,30,0.014457235733667957,0.8309082892416225,0.5166666666666666,0.3999999999999999,0.5499999999999999
family,0.14325842696629212,22.2,30,0.0019383298026190343,0.5105268959435626,0.4333333333333333,0.29999999999999993,0.5666666666666667
job,0.11609498680738786,23.133333333333333,30,0.043406830893622454,0.3688822751322751,0.9666666666666666,0.8500000000000001,0.8999999999999999
land,0.1411764705882353,26.766666666666666,30,0.010028441747029578,0.7239307760141094,0.5833333333333333,0.7,0.55
late,0.13157894736842105,25.033333333333335,30,0.11169588896963327,0.9629629629629629,0.7333333333333334,0.6833333333333333,0.8
like,0.15615615615615616,21.833333333333332,30,0.21331502331627739,0.09705687830687831,0.9166666666666666,0.6833333333333333,0.9333333333333333
manager,0.08959537572254335,21.1,30,0.056413604153527114,0.9166666666666666,0.8666666666666668,0.8666666666666668,0.75
material,0.11617312072892938,26.933333333333334,30,0.0778497523731655,0.8227513227513228,0.8166666666666667,0.8333333333333333,0.8333333333333333
national,0.13895216400911162,27.933333333333334,30,0.020260343949,0.8800154320987654,0.6333333333333333,0.6333333333333333,0.5833333333333334
natural,0.10933940774487472,27.666666666666668,30,0.029634717437956024,0.765707671957672,0.7,0.6833333333333333,0.6
phase,0.10161662817551963,28.833333333333332,30,0.2231652074389987,0.19692460317460317,0.9666666666666668,0.9333333333333332,0.9666666666666668
reason,0.12318840579710146,27.433333333333334,30,0.045695099565717864,0.6138117283950617,0.6833333333333333,0.44999999999999996,0.6666666666666666
suppose,0.15359477124183007,20.766666666666666,30,0.10697193278206715,0.291005291005291,0.6666666666666667,0.6666666666666667,0.6500000000000001
table,0.0639386189258312,25.133333333333333,30,0.2895657618840535,0.8020833333333334,1.0,1.0,1.0
thus,0.1162280701754386,27.066666666666666,30,0.026631421513027567,0.7253086419753086,0.5,0.41666666666666663,0.55
white,0.09919571045576407,22.433333333333334,30,0.06625718209478586,0.34408068783068785,0.8333333333333335,0.7833333333333334,0.7833333333333333
asked,0.13978494623655913,19.857142857142858,28,0.03605651855468746,0.6559744268077601,0.8333333333333334,0.7916666666666667,0.7333333333333333
cost,0.14015151515151514,17.714285714285715,28,0.15699998868836296,0.9814814814814815,0.9666666666666666,0.8833333333333334,1.0
english,0.14786967418546365,27.892857142857142,28,0.07743072840902537,0.8923611111111112,0.8666666666666667,0.7666666666666666,0.7833333333333334
far,0.12705882352941175,28.428571428571427,28,0.04820058080885141,0.4920083774250441,0.675,0.625,0.6499999999999999
feeling,0.15542521994134897,25.428571428571427,28,0.04454134901364639,0.44576719576719576,0.7166666666666666,0.5416666666666667,0.6666666666666666
law,0.14507772020725387,27.571428571428573,28,0.024686634540557813,0.2649911816578483,0.7333333333333334,0.6166666666666667,0.7
level,0.10941475826972011,27.035714285714285,28,0.0649651553895738,0.7420634920634921,0.8333333333333335,0.7166666666666667,0.8166666666666668
performance,0.11781609195402298,22.607142857142858,28,0.021840049160851322,0.8391203703703703,0.5916666666666667,0.75,0.5
policy,0.15736040609137056,27.035714285714285,28,0.0055777827898660665,0.42151675485008816,0.4666666666666667,0.5,0.5083333333333333
program,0.140625,26.571428571428573,28,0.009087353944778389,0.8796296296296297,0.4833333333333334,0.44999999999999996,0.5166666666666666
rate,0.08978328173374613,28.285714285714285,28,0.21636066502994958,0.20287698412698413,0.9666666666666668,0.9666666666666668,0.9333333333333332
requirements,0.13395638629283488,22.178571428571427,28,0.013394514719645123,0.21676587301587302,0.5333333333333334,0.3583333333333333,0.55
stage,0.12219451371571072,26.357142857142858,28,0.21351833475960624,0.1943893298059965,0.9833333333333334,0.9166666666666667,0.9666666666666668
system,0.12857142857142856,23.714285714285715,28,0.06126824352476328,0.7540784832451499,0.7333333333333334,0.6833333333333333,0.8499999999999999
time,0.13695090439276486,26.607142857142858,28,0.06996365057097537,0.41512345679012347,0.85,0.6166666666666666,0.8333333333333334
below,0.07590759075907591,20.5,26,0.21098956631289587,0.384755291005291,0.9833333333333334,0.825,0.975
best,0.12530120481927712,29.807692307692307,26,0.18011726107862255,0.48655202821869487,0.8916666666666666,0.5666666666666667,0.9083333333333333
common,0.11142857142857143,25.307692307692307,26,0.02552931507428481,0.38740079365079366,0.725,0.7833333333333334,0.6166666666666666
day,0.11271676300578035,23.0,26,0.049654232131110254,0.5855379188712522,0.8166666666666667,0.7000000000000001,0.7833333333333333
developed,0.0997624703087886,29.73076923076923,26,0.036949078241984,0.9198082010582012,0.7416666666666667,0.6166666666666667,0.8
dust,0.09939759036144578,26.153846153846153,26,0.19057140416569174,0.6958774250440917,1.0,1.0,0.9583333333333335
fact,0.14216867469879518,32.26923076923077,26,0.0020095043712191557,0.2567791005291005,0.31666666666666665,0.2583333333333333,0.425
film,0.12876712328767123,27.5,26,0.055021067460377965,0.8685515873015873,0.8916666666666666,0.7666666666666667,0.7166666666666667
floor,0.128125,23.923076923076923,26,0.2859355178144243,0.2142857142857143,1.0,0.8416666666666668,1.0
game,0.13428571428571429,24.692307692307693,26,0.009398400783538766,0.5888447971781305,0.5833333333333333,0.7749999999999999,0.5416666666666666
half,0.13119533527696792,23.384615384615383,26,0.09878222147623694,0.8990299823633158,0.7166666666666666,0.6666666666666666,0.6499999999999999
heard,0.12152777777777778,20.26923076923077,26,0.02594402101304792,0.8267195767195767,0.55,0.6416666666666666,0.3583333333333333
help,0.15357142857142858,19.615384615384617,26,0.014619012673695832,0.42024911816578486,0.6416666666666666,0.575,0.6666666666666666
individual,0.13810741687979539,30.076923076923077,26,0.07550751169522599,0.9197530864197532,0.8333333333333333,0.6583333333333332,0.9000000000000001
low,0.08951406649616368,28.5,26,0.13032512863477067,0.957175925925926,0.9166666666666669,0.9666666666666668,0.8833333333333332
man,0.1242603550295858,25.307692307692307,26,0.032520883613162535,0.8293650793650794,0.7,0.7666666666666667,0.725
mind,0.14335664335664336,21.653846153846153,26,0.3671860761112637,0.5217151675485009,1.0,0.8916666666666668,1.0
money,0.18487394957983194,26.576923076923077,26,0.021441390117009445,0.6823743386243386,0.4916666666666667,0.3833333333333333,0.55
months,0.11602209944751381,23.692307692307693,26,0.02316863669289479,0.2260251322751323,0.4916666666666667,0.3333333333333333,0.6583333333333334
news,0.12166172106824925,22.384615384615383,26,0.010748260551028723,0.5199514991181657,0.6499999999999999,0.7666666666666667,0.5
obtained,0.0931899641577061,23.96153846153846,26,0.11957613958252795,0.4941578483245149,0.95,0.95,0.9166666666666669
proposed,0.11869436201780416,22.576923076923077,26,0.0425434741708967,0.9197530864197532,0.7166666666666667,0.5416666666666667,0.8
quickly,0.14336917562724014,19.115384615384617,26,0.027734564410315576,0.84375,0.5833333333333333,0.675,0.5833333333333333
reality,0.11458333333333333,28.076923076923077,26,0.0002826915846930499,0.1111111111111111,0.3833333333333333,0.49166666666666664,0.3666666666666667
reported,0.13838120104438642,26.46153846153846,26,0.005670987897449011,0.7752425044091711,0.5416666666666666,0.6416666666666666,0.4416666666666666
right,0.09345794392523364,24.423076923076923,26,0.2132090114884906,0.5573743386243386,0.95,0.8833333333333333,0.9666666666666668
side,0.12096774193548387,27.576923076923077,26,0.06208140651384984,0.3741181657848325,0.8666666666666667,0.875,0.875
south,0.10512820512820513,29.153846153846153,26,0.4785246749718984,0.0,0.9583333333333334,1.0,0.9166666666666669
stopped,0.14285714285714285,19.346153846153847,26,0.008622805277506466,0.6651234567901234,0.675,0.6166666666666667,0.6333333333333333
structure,0.11849710982658959,24.615384615384617,26,0.04122987720701426,0.578152557319224,0.75,0.675,0.6916666666666667
top,0.11714285714285715,26.346153846153847,26,0.023109512196646743,0.9135802469135802,0.5416666666666666,0.4833333333333333,0.6499999999999999
trouble,0.1650943396226415,15.461538461538462,26,0.04675464497672182,0.3272156084656085,0.7333333333333334,0.4666666666666667,0.8333333333333334
understand,0.19090909090909092,24.115384615384617,26,0.042288621266682896,1.0,0.6166666666666667,0.5166666666666666,0.5499999999999999
word,0.15501519756838905,25.692307692307693,26,0.0124580793910556,0.7100418871252204,0.6666666666666665,0.625,0.6083333333333334
yet,0.10619469026548672,24.076923076923077,26,0.1964323454433017,0.6498015873015873,0.8333333333333334,0.8,0.9166666666666666
act,0.09424083769633508,31.541666666666668,24,0.42137119505140513,0.020833333333333332,0.95,0.75,1.0
action,0.13810741687979539,30.541666666666668,24,0.03464388185077239,0.22889109347442682,0.775,0.7,0.8916666666666666
air,0.09848484848484848,29.0,24,0.0741685893800523,0.47519841269841273,0.6916666666666667,0.675,0.6916666666666667
art,0.15030674846625766,26.666666666666668,24,0.007519761721293088,0.6219686948853616,0.5166666666666666,0.5249999999999999,0.6833333333333333
case,0.11705685618729098,23.333333333333332,24,0.03130062090026002,0.2961309523809524,0.6083333333333334,0.48333333333333334,0.6666666666666667
church,0.11076923076923077,24.625,24,0.08494718207253345,0.8112323633156966,0.8250000000000002,0.7,0.8833333333333334
conducted,0.11294765840220386,28.333333333333332,24,0.0449864566326141,0.39693562610229277,0.8,0.75,0.7333333333333333
distribution,0.12424242424242424,27.458333333333332,24,0.023252126243379332,0.298721340388007,0.6833333333333333,0.7166666666666666,0.6166666666666667
dropped,0.1575091575091575,21.25,24,0.017715669340557468,0.7759038800705468,0.5416666666666666,0.5083333333333333,0.5333333333333333
enough,0.13147410358565736,18.583333333333332,24,0.07119950652122495,0.509700176366843,0.675,0.475,0.7250000000000001
extent,0.1282051282051282,28.75,24,0.0009647409121195335,0.017361111111111112,0.44166666666666665,0.5333333333333333,0.4
field,0.11904761904761904,21.541666666666668,24,0.12736948000060183,0.9554673721340389,0.9166666666666667,0.6333333333333333,0.925
found,0.15309446254071662,23.958333333333332,24,0.013248297903272812,0.44901895943562603,0.5416666666666666,0.4916666666666667,0.4833333333333333
feet,0.11877394636015326,18.625,24,0.2540638016329871,0.22718253968253968,1.0,0.6583333333333332,1.0
form,0.11827956989247312,28.833333333333332,24,0.12916882501708135,0.9197530864197532,0.875,0.9583333333333334,0.8583333333333334
hard,0.13229571984435798,18.875,24,0.0861867997381422,0.7740299823633158,0.85,0.85,0.65
industry,0.14511041009463724,26.125,24,0.04423816336525807,0.15873015873015872,0.625,0.4083333333333333,0.7
instead,0.1225,30.333333333333332,24,0.0018342336018879668,0.049217372134038796,0.42499999999999993,0.49166666666666664,0.4083333333333333
intensity,0.11267605633802817,29.333333333333332,24,0.11701506376266474,0.6786816578483246,0.925,0.8333333333333334,0.925
matter,0.12014134275618374,21.0,24,0.0036019815338981975,0.5184634038800705,0.3916666666666666,0.49166666666666664,0.3333333333333333
mentioned,0.12834224598930483,29.916666666666668,24,0.09599602884716453,0.95679012345679,0.7583333333333333,0.6416666666666666,0.75
office,0.13043478260869565,27.25,24,0.030599262979295487,0.3014219576719577,0.525,0.3666666666666666,0.575
part,0.12401055408970976,31.125,24,0.0031626224517821862,0.7393628747795415,0.43333333333333335,0.4583333333333333,0.4666666666666667
party,0.0958904109589041,27.083333333333332,24,0.15282243159082198,0.6359678130511464,0.95,0.9166666666666666,0.95
passed,0.08387096774193549,22.083333333333332,24,0.27842712402343744,0.9060846560846562,0.9666666666666666,0.9083333333333332,1.0
prevent,0.13370473537604458,26.833333333333332,24,0.0037997894816928,0.6147486772486772,0.35,0.35,0.42500000000000004
quality,0.11147540983606558,23.458333333333332,24,0.03017438451449072,0.3408840388007055,0.6416666666666666,0.5916666666666666,0.7083333333333334
remember,0.13937282229965156,21.625,24,0.03456297847959725,0.5236441798941799,0.7333333333333333,0.5083333333333333,0.6583333333333333
sample,0.13099041533546327,25.458333333333332,24,0.025769405894809243,0.5062830687830687,0.75,0.7333333333333333,0.7083333333333334
sent,0.1111111111111111,23.291666666666668,24,0.03891213734944657,0.4387125220458554,0.7333333333333333,0.6166666666666667,0.7333333333333334
space,0.134185303514377,22.958333333333332,24,0.03607987364133194,0.2783840388007055,0.5083333333333333,0.5166666666666666,0.6833333333333333
success,0.11782477341389729,27.375,24,0.06014955374929636,0.7470238095238095,0.7166666666666666,0.75,0.6333333333333333
treated,0.09615384615384616,28.041666666666668,24,0.10280502173635692,0.8227513227513228,0.8833333333333332,0.7916666666666667,0.9333333333333332
work,0.14201183431952663,25.458333333333332,24,0.10754430956310693,0.6155753968253967,0.7916666666666667,0.42500000000000004,0.8583333333333334
avoid,0.11634349030470914,29.40909090909091,22,0.014745728837119165,0.5279431216931216,0.4916666666666667,0.55,0.5916666666666668
captain,0.17647058823529413,14.181818181818182,22,0.15034370289908514,0.0,0.6666666666666667,0.5833333333333333,0.5166666666666666
caused,0.10802469135802469,24.863636363636363,22,0.001670691702100922,0.46913580246913583,0.3583333333333333,0.45,0.3916666666666666
character,0.1144578313253012,27.227272727272727,22,0.026686578989028865,0.4955908289241623,0.6833333333333333,0.625,0.7583333333333333
company,0.08681672025723473,23.772727272727273,22,0.060421788030200485,0.33658509700176364,0.8666666666666668,0.8666666666666668,0.9166666666666669
covered,0.11382113821138211,29.272727272727273,22,0.006989621453814989,0.35736331569664903,0.5249999999999999,0.4333333333333333,0.6083333333333334
declared,0.12609970674486803,28.318181818181817,22,0.06119730075200396,0.8000992063492064,0.8083333333333333,0.8666666666666668,0.7166666666666667
deny,0.14330218068535824,27.818181818181817,22,0.0064379009935590335,0.4288470017636684,0.4,0.4916666666666667,0.4833333333333333
discussed,0.1284722222222222,22.363636363636363,22,0.014978491597705356,0.8638117283950617,0.44999999999999996,0.55,0.3999999999999999
example,0.11217948717948718,26.545454545454547,22,,,0.475,0.65,0.3166666666666666
feed,0.25748502994011974,19.454545454545453,22,0.11123729083273143,0.9419091710758377,0.875,0.825,0.8583333333333334
followed,0.09727626459143969,19.727272727272727,22,0.13622209760877818,0.9197530864197532,0.8166666666666668,0.7583333333333333,0.8
gas,0.12745098039215685,27.863636363636363,22,0.03469847308264832,0.384755291005291,0.7666666666666666,0.7833333333333333,0.7416666666666666
god,0.10077519379844961,20.363636363636363,22,0.04774339993794755,0.33382936507936506,0.6916666666666667,0.5416666666666666,0.8416666666666668
hour,0.14855072463768115,22.636363636363637,22,0.09103903836674157,0.28273809523809523,0.8916666666666668,0.6000000000000001,0.9166666666666669
military,0.11560693641618497,27.40909090909091,22,0.0010363393359713667,0.5451388888888888,0.5833333333333333,0.6833333333333333,0.41666666666666663
particles,0.10932475884244373,29.40909090909091,22,0.07275958193673022,0.44317680776014107,1.0,0.9416666666666669,0.9166666666666669
pattern,0.13745704467353953,23.681818181818183,22,0.005594816472795222,0.49079585537918874,0.45,0.4083333333333333,0.525
political,0.15160349854227406,28.90909090909091,22,0.0025632513893974443,0.7986111111111112,0.37499999999999994,0.4166666666666667,0.41666666666666663
power,0.10625,25.09090909090909,22,0.0774876839584774,0.6650132275132274,0.8666666666666667,0.8250000000000001,0.8666666666666667
problem,0.12698412698412698,20.545454545454547,22,0.010015669796201889,0.8177910052910052,0.6000000000000001,0.7333333333333334,0.5916666666666667
products,0.09968847352024922,24.727272727272727,22,0.05431137813462149,0.4569003527336861,0.6916666666666667,0.6083333333333333,0.7666666666666667
question,0.17647058823529413,23.045454545454547,22,0.004942960209316633,0.6041666666666666,0.6833333333333333,0.6416666666666666,0.5166666666666666
radiation,0.14642857142857144,28.40909090909091,22,0.05782439311345412,0.5419973544973545,0.825,0.8,0.7166666666666668
reached,0.1267605633802817,23.772727272727273,22,0.015284332964155354,0.7143959435626103,0.675,0.6083333333333334,0.75
real,0.12312312312312312,26.818181818181817,22,0.02358658446205981,0.8381834215167548,0.5333333333333332,0.525,0.5833333333333333
sales,0.14950166112956811,26.227272727272727,22,0.059111316998799596,0.7691798941798942,0.8166666666666668,0.8666666666666668,0.8500000000000001
scientific,0.119533527696793,27.40909090909091,22,0.028948373264736555,0.9058641975308643,0.8500000000000001,0.7583333333333333,0.7583333333333333
short,0.11988304093567251,28.227272727272727,22,0.03610304329130379,0.9623567019400353,0.7083333333333333,0.6333333333333333,0.6666666666666666
supply,0.10089020771513353,26.727272727272727,22,0.1443853080272674,0.3508046737213404,0.8333333333333334,0.4916666666666666,0.95
sure,0.14814814814814814,17.818181818181817,22,0.2662839028570387,0.04662698412698413,0.9,0.8166666666666668,0.8999999999999999
task,0.11470588235294117,28.09090909090909,22,0.011645277341206822,0.2334656084656085,0.6916666666666667,0.7416666666666667,0.6666666666666667
theory,0.12949640287769784,22.90909090909091,22,0.009294188684887301,0.5430996472663139,0.4333333333333333,0.4916666666666666,0.3999999999999999
thin,0.09926470588235294,20.863636363636363,22,0.042991118298636485,0.5365410052910052,0.8666666666666668,0.925,0.875
trade,0.09567901234567901,26.136363636363637,22,0.06313508749008173,0.46064814814814814,0.8833333333333332,0.7833333333333333,0.8333333333333333
very,0.12225705329153605,26.045454545454547,22,0.005607293711768223,0.4689153439153439,0.4083333333333333,0.45833333333333326,0.3833333333333333
appreciate,0.1391304347826087,20.4,20,0.07311816016832984,0.3396164021164021,0.925,0.775,0.9
argument,0.12121212121212122,19.4,20,0.06145396828651422,0.3505291005291005,1.0,0.8999999999999999,0.925
believe,0.1407942238267148,23.8,20,0.031436946656968806,0.8386243386243386,0.6,0.575,0.55
brought,0.08843537414965986,24.05,20,0.03654823369450033,0.8941798941798942,0.6000000000000001,0.725,0.65
cells,0.1349206349206349,26.65,20,0.0665432280964321,0.5983245149911816,0.8,0.775,0.8500000000000001
children,0.11945392491467577,26.55,20,0.09171924326154916,0.30935846560846564,0.975,0.925,1.0
contrast,0.10461538461538461,29.45,20,-6.622738308376737e-09,0.0,0.6,0.55,0.55
country,0.10714285714285714,25.4,20,0.034567521678076786,0.65625,0.6,0.55,0.625
directly,0.0989399293286219,24.7,20,0.0469495190514458,0.6499118165784832,0.875,0.8,0.875
downtown,0.17352941176470588,32.7,20,0.023858504162894312,0.8090277777777778,0.65,0.525,0.625
even,0.12631578947368421,25.9,20,0.12195048729578649,0.8294753086419753,0.875,0.75,0.825
failed,0.14222222222222222,19.5,20,0.020234604676564502,0.687555114638448,0.575,0.4,0.6
female,0.11191335740072202,23.8,20,0.07225137286716032,0.9060846560846562,0.8,0.775,0.825
function,0.12941176470588237,25.3,20,0.10541972849104135,0.5385251322751323,1.0,0.925,0.95
future,0.09900990099009901,26.0,20,0.11136863960160144,0.9197530864197532,0.9,0.7,0.875
generally,0.09538461538461539,27.9,20,0.0330940683682759,0.8607253086419753,0.75,0.65,0.65
glass,0.12781954887218044,22.6,20,0.06475677424006988,0.3583553791887125,0.75,0.525,0.825
involved,0.14329268292682926,28.85,20,0.03274118238025238,0.2044753086419753,0.7,0.675,0.75
kept,0.10108303249097472,22.35,20,0.04238259792327877,0.6823743386243386,0.575,0.675,0.625
manner,0.10810810810810811,26.35,20,0.05458352963129676,0.21875,0.65,0.725,0.75
maturity,0.13427561837455831,30.2,20,0.16936832500828636,0.925925925925926,0.95,0.95,0.95
mouth,0.11764705882352941,19.75,20,0.020532766977945913,0.35697751322751325,0.625,0.7,0.65
music,0.13526570048309178,17.6,20,0.02020266983244151,0.6469356261022927,0.625,0.47500000000000003,0.75
operate,0.12080536912751678,26.25,20,0.04742928345998122,0.9197530864197532,0.65,0.525,0.7250000000000001
pay,0.09473684210526316,24.85,20,0.11350653237766685,0.875055114638448,0.8500000000000001,0.7,0.925
permit,0.1111111111111111,27.15,20,0.07783733142746814,0.2585427689594357,0.9,0.85,0.875
picture,0.1141732283464567,25.5,20,0.058862017260657366,0.4750330687830687,0.9,0.8500000000000001,0.925
production,0.07739938080495357,25.65,20,0.12164325184292259,0.28505291005291006,0.9,0.875,0.9
purpose,0.11384615384615385,29.7,20,0.011411084069145977,0.2501102292768959,0.7,0.65,0.6000000000000001
realize,0.1522491349480969,27.8,20,0.016747593879699665,0.4797729276895944,0.575,0.475,0.625
recognize,0.13975155279503104,29.3,20,0.0244614250130123,0.4715608465608465,0.75,0.6499999999999999,0.775
said,0.13178294573643412,23.05,20,0.008942729896969233,0.13756613756613756,0.6000000000000001,0.7,0.425
snow,0.14847161572052403,22.55,20,0.03049746486875741,0.3247354497354497,0.825,0.575,0.8
suggested,0.1347517730496454,24.95,20,0.05330366558498802,0.9907407407407407,0.55,0.45,0.6499999999999999
sun,0.09935897435897435,25.55,20,0.044457736942503136,0.6079695767195767,0.8,0.7,0.8
technical,0.11387900355871886,23.5,20,0.0051557620366414,0.4854497354497355,0.525,0.625,0.625
told,0.1465798045602606,25.8,20,0.0087291863229539,0.5635471781305115,0.55,0.625,0.65
university,0.11526479750778816,30.4,20,0.03826004266738887,0.8133818342151675,0.9,0.925,0.725
west,0.09259259259259259,24.75,20,0.5501432551278008,0.0,0.975,0.925,0.975
accepted,0.1048951048951049,26.666666666666668,18,0.2065339518917931,0.925925925925926,0.75,0.47500000000000003,0.8500000000000001
actually,0.1291390728476821,27.72222222222222,18,0.012243476178910945,0.9577821869488535,0.5,0.4,0.425
added,0.11811023622047244,23.555555555555557,18,0.093721416261461,0.34160052910052907,0.75,0.45,0.725
aid,0.10504201680672269,25.77777777777778,18,0.22197380661964408,0.6215277777777778,0.85,0.85,0.85
announced,0.15693430656934307,25.88888888888889,18,0.0332934525277879,0.9522156084656085,0.5,0.55,0.6000000000000001
areas,0.08943089430894309,22.11111111111111,18,0.07061917914284595,0.543154761904762,0.725,0.45,0.7250000000000001
aspects,0.12142857142857143,26.72222222222222,18,0.055889500512017104,0.7575507054673722,0.55,0.32499999999999996,0.55
called,0.0984251968503937,23.944444444444443,18,0.023436165518230814,0.20596340388007053,0.6499999999999999,0.5,0.65
clearly,0.1482889733840304,25.666666666666668,18,0.025087482399410624,0.3175705467372134,0.375,0.3,0.6000000000000001
cold,0.1111111111111111,19.22222222222222,18,0.046360436413023176,0.8665123456790123,0.6000000000000001,0.525,0.7
completely,0.12454212454212454,25.88888888888889,18,0.0007714894082811027,0.11419753086419752,0.3,0.4,0.35
continued,0.12096774193548387,23.22222222222222,18,0.027511335081524268,0.7197420634920635,0.6499999999999999,0.6,0.6000000000000001
corner,0.10699588477366255,28.88888888888889,18,0.19238616029421485,0.8959435626102292,1.0,1.0,1.0
culture,0.13167259786476868,27.38888888888889,18,0.012302514579560978,0.43606701940035275,0.4,0.45,0.42500000000000004
demonstrated,0.09811320754716982,26.666666666666668,18,0.012978573640187544,0.6801146384479718,0.55,0.7250000000000001,0.5
described,0.11764705882352941,25.38888888888889,18,0.005709889862272433,0.4905202821869488,0.325,0.475,0.3
destroy,0.15087719298245614,29.88888888888889,18,0.003136810329225289,0.39632936507936506,0.4,0.25,0.45
direction,0.1067193675889328,28.666666666666668,18,0.1221056977907816,0.8324514991181657,0.8,0.875,0.75
dirt,0.08455882352941177,25.666666666666668,18,0.08351048496034406,0.49884259259259256,0.725,0.625,0.8
education,0.10882352941176471,33.0,18,0.08362383974923025,0.17686287477954143,0.8999999999999999,0.85,0.725
effort,0.12781954887218044,26.333333333333332,18,0.02851462695333688,0.6652336860670194,0.45,0.32499999999999996,0.575
established,0.10810810810810811,27.38888888888889,18,0.018556045161353178,0.6365189594356261,0.42500000000000004,0.4,0.525
ever,0.1449814126394052,25.11111111111111,18,0.09275467197100316,0.43860229276895946,0.75,0.525,0.85
expected,0.13553113553113552,26.055555555555557,18,0.06201208631197605,0.4232253086419753,0.8,0.7,0.775
face,0.1187214611872146,20.11111111111111,18,0.22332951757642952,0.19890873015873015,0.925,0.825,0.975
fell,0.13617021276595745,22.27777777777778,18,0.02068589131037389,0.7280092592592592,0.675,0.575,0.6000000000000001
fear,0.12162162162162163,21.944444444444443,18,0.10188138153817913,0.6886022927689593,0.925,0.7,1.0
felt,0.1411764705882353,24.38888888888889,18,0.007106191582149877,0.19637345679012347,0.42500000000000004,0.32499999999999996,0.375
finished,0.15609756097560976,18.88888888888889,18,6.622738308376735e-09,0.0,0.125,0.125,0.22499999999999998
foreign,0.13793103448275862,31.166666666666668,18,0.005561444494459323,0.5301477072310405,0.32499999999999996,0.325,0.35
girl,0.13553113553113552,27.555555555555557,18,0.004925866921742711,0.4672619047619048,0.55,0.6000000000000001,0.475
good,0.11811023622047244,24.72222222222222,18,0.1676350500848558,0.8355379188712522,0.75,0.375,0.8
hall,0.13901345291479822,22.88888888888889,18,0.06042255295647511,0.6786816578483246,0.55,0.45,0.7
hero,0.14225941422594143,23.27777777777778,18,0.12088866035143532,0.781360229276896,0.85,0.625,0.875
held,0.11029411764705882,25.5,18,0.14940036336580909,0.6847442680776015,0.8500000000000001,0.675,0.825
influence,0.1267605633802817,26.77777777777778,18,0.19376834068033427,0.9135802469135802,0.8,0.225,1.0
inside,0.1650943396226415,20.333333333333332,18,0.020419475105073668,0.43601190476190477,0.65,0.55,0.6000000000000001
introduced,0.14655172413793102,21.77777777777778,18,0.05021064811282682,0.8043981481481481,0.475,0.32499999999999996,0.475
know,0.18716577540106952,19.72222222222222,18,0.0063277681668599,0.4905753968253968,0.575,0.375,0.575
last,0.12903225806451613,20.944444444444443,18,0.38479528824488324,0.7980599647266314,0.825,0.525,0.85
learned,0.14181818181818182,27.38888888888889,18,0.023162861665089875,0.6572971781305115,0.6000000000000001,0.5,0.6499999999999999
lay,0.11065573770491803,22.666666666666668,18,0.04004426466094119,0.7708884479717812,0.35,0.375,0.42500000000000004
