group,control,words,n_models,mean,median,n_positive,n_negative,min,max,loo_min,loo_max,loo_min_dropped,loo_max_dropped,t_p,wilcoxon_p
decoders,linear,without_inside,9,0.32298480155608494,0.31034992694458574,9,0,0.21915864801608975,0.4841023584990361,0.30284510693821604,0.33596307074858434,llama-2-7b,qwen2-7b,1.6047950033032071e-06,0.00390625
decoders,quadratic,without_inside,9,0.1793478775694266,0.2138962293500821,8,1,-0.036612284719129806,0.37193455608431597,0.15527454275506541,0.20634289785549614,llama-2-7b,qwen2-7b,0.00313910258134648,0.01171875
decoders,linear,without_introduced,9,0.3232113165867435,0.3108642178432987,9,0,0.21973292789644341,0.48421879862668665,0.30308538133175067,0.33614611517303106,llama-2-7b,qwen2-7b,1.5869157888215759e-06,0.00390625
decoders,quadratic,without_introduced,9,0.17952002457084257,0.21391097663266123,8,1,-0.03629200561853661,0.37220023009554587,0.1554349988802546,0.20649652834451493,llama-2-7b,qwen2-7b,0.003110405438548767,0.01171875
decoders,linear,without_know,9,0.32318679721435495,0.3106437459618231,9,0,0.21906189464359835,0.484675782328749,0.30300067407505565,0.33620241003569945,llama-2-7b,qwen2-7b,1.6191264338961646e-06,0.00390625
decoders,quadratic,without_know,9,0.17948385058496566,0.21369228015238223,8,1,-0.037057527007372,0.3725775539339866,0.15534713766633804,0.20655152278400787,llama-2-7b,qwen2-7b,0.003166735827327668,0.01171875
decoders,linear,without_last,9,0.3235396710395869,0.31072505199315087,9,0,0.2202327944578683,0.48476962947334284,0.3033859262353674,0.3364530306123017,llama-2-7b,qwen2-7b,1.5711515226775268e-06,0.00390625
decoders,quadratic,without_last,9,0.17940893873955854,0.21414710664848485,8,1,-0.03634835675613483,0.37221663507891867,0.15530797669713853,0.20637860067652022,llama-2-7b,qwen2-7b,0.00314011677807674,0.01171875
decoders,linear,without_learned,9,0.32320466379405016,0.31102017363608153,9,0,0.21965968026806754,0.4842439229664535,0.3030747563974997,0.33614778673479795,llama-2-7b,qwen2-7b,1.5874098335795118e-06,0.00390625
decoders,quadratic,without_learned,9,0.1796142070365172,0.21406965194174596,8,1,-0.03662136172720457,0.3723578024584604,0.15552125760877428,0.2066436531319824,llama-2-7b,qwen2-7b,0.0031384663937786598,0.01171875
