dataset,n_words,n_sentences,jaccard_median,length_median,context_median,target_median,sep_max_median,peak_depth_median,context_p90,share_context_ge_09
"SemCor 1,000 words",1000,16046,0.11782043268396014,25.2,0.5,0.65,0.05762083331743874,0.5080467372134039,0.8333333333333333,0.056
