group,control,words,n_models,mean,median,n_positive,n_negative,min,max,loo_min,loo_max,loo_min_dropped,loo_max_dropped,t_p,wilcoxon_p
decoders,quadratic,without_directly,9,0.21149692852485658,0.21171035727651127,9,0,0.06686451347073932,0.36300402052760367,0.19255854202451317,0.2295759804066212,llama-2-7b,llama-3.1-8b,0.0002736501765705832,0.00390625
decoders,linear,without_downtown,9,0.30495394596209424,0.3493526769589731,9,0,0.06822343411962616,0.4394139933813545,0.2881464400346867,0.33454525994240275,llama-2-7b,llama-3.1-8b,0.0002614796492031418,0.00390625
decoders,quadratic,without_downtown,9,0.2114730126214721,0.21130320465410565,9,0,0.06733722473656084,0.36287750502148086,0.19254745107147103,0.229489986107086,llama-2-7b,llama-3.1-8b,0.0002698579956359666,0.00390625
decoders,linear,without_even,9,0.30493919082946647,0.34941302127621715,9,0,0.06822123760891453,0.43946105633831006,0.288123957640861,0.33452893498203545,llama-2-7b,llama-3.1-8b,0.00026172200005948577,0.00390625
decoders,quadratic,without_even,9,0.211511842330339,0.2110688254913298,9,0,0.06734307572910964,0.3629795183961093,0.1925783828221177,0.2295329381554927,llama-2-7b,llama-3.1-8b,0.0002711307164255794,0.00390625
decoders,linear,without_failed,9,0.3051137134972004,0.34923950167232237,9,0,0.06797004345788153,0.4400688981858476,0.2882443154111195,0.33475667225211525,llama-2-7b,llama-3.1-8b,0.000263756883146304,0.00390625
decoders,quadratic,without_failed,9,0.21199057275892738,0.21162305089333344,9,0,0.06714002504404064,0.3640700343100169,0.19298064006504115,0.2300968912232882,llama-2-7b,llama-3.1-8b,0.00027497002233520636,0.00390625
decoders,linear,without_female,9,0.30485266107374404,0.34890407963930503,9,0,0.06782366542424506,0.43990694178079615,0.28797087598536253,0.3344812855299314,llama-2-7b,llama-3.1-8b,0.00026450592253752055,0.00390625
decoders,quadratic,without_female,9,0.21148654567915603,0.21097147656899073,9,0,0.06694223831959664,0.3634831332521358,0.19248697223253355,0.22955458409910096,llama-2-7b,llama-3.1-8b,0.00027595431492796583,0.00390625
decoders,linear,without_function,9,0.30474584590578574,0.34882394425505275,9,0,0.06781006734665364,0.43968469753730677,0.2878784894518457,0.33436281822567737,llama-2-7b,llama-3.1-8b,0.00026482851638920824,0.00390625
decoders,quadratic,without_function,9,0.2113656408858952,0.21086527332105517,9,0,0.06691373748198906,0.3632266681981814,0.19238301247185943,0.22942212881138346,llama-2-7b,llama-3.1-8b,0.0002758676897880379,0.00390625
decoders,linear,without_future,9,0.30508316227644083,0.3496561819836591,9,0,0.06818446325470694,0.4395453523292691,0.2882753885198373,0.33469549965415757,llama-2-7b,llama-3.1-8b,0.000261721888365852,0.00390625
decoders,quadratic,without_future,9,0.21163509468661437,0.2113371712427261,9,0,0.0673082889548275,0.36307788190235835,0.19270474628464637,0.22967594540308772,llama-2-7b,llama-3.1-8b,0.0002705210109488637,0.00390625
decoders,linear,without_generally,9,0.3049657725498571,0.34931445660111976,9,0,0.06813589780500946,0.43970118990711743,0.28812384538019953,0.334569506892963,llama-2-7b,llama-3.1-8b,0.00026246548730168097,0.00390625
decoders,quadratic,without_generally,9,0.21155036416184522,0.21107275700059208,9,0,0.06724656822198855,0.3633378662488649,0.1925769264009678,0.22958833865432732,llama-2-7b,llama-3.1-8b,0.0002730469558120925,0.00390625
decoders,linear,without_glass,9,0.30480664952432507,0.3489047730325711,9,0,0.06775426846513079,0.4396246597651996,0.28795439824421576,0.33443819715672435,llama-2-7b,llama-3.1-8b,0.0002645029291173047,0.00390625
decoders,quadratic,without_glass,9,0.21153508578467384,0.2113967317002277,9,0,0.06686043847067265,0.36322449946390384,0.19257390907477012,0.229619416698924,llama-2-7b,llama-3.1-8b,0.00027453142741558866,0.00390625
decoders,linear,without_involved,9,0.3045639576737947,0.3488177150224639,9,0,0.06743684134704095,0.4394133132449953,0.2877077882273946,0.33420484721463894,llama-2-7b,llama-3.1-8b,0.0002668378376354999,0.00390625
decoders,quadratic,without_involved,9,0.21115437369226936,0.2109852385530482,9,0,0.06650210127769832,0.36285992601895506,0.19219117965143365,0.22923590774409075,llama-2-7b,llama-3.1-8b,0.00027801061058912145,0.00390625
decoders,linear,without_kept,9,0.30488485600345355,0.3487943434264807,9,0,0.06799601161524219,0.43966851819645864,0.288036898229328,0.33449596155198,llama-2-7b,llama-3.1-8b,0.00026378467510293735,0.00390625
decoders,quadratic,without_kept,9,0.21157576589257346,0.2112033808002346,9,0,0.067143770924367,0.36329924398668345,0.1926103311308097,0.22962976526359924,llama-2-7b,llama-3.1-8b,0.0002739094077468433,0.00390625
decoders,linear,without_manner,9,0.30456820957090924,0.3487533842336438,9,0,0.06758164954433753,0.43933851611607916,0.287721921252763,0.3341915295742307,llama-2-7b,llama-3.1-8b,0.0002657571899128838,0.00390625
decoders,quadratic,without_manner,9,0.21113577425738644,0.2110405166266965,9,0,0.06664521470463002,0.36277900866660584,0.19218036995623405,0.22919709420148102,llama-2-7b,llama-3.1-8b,0.00027674946579862923,0.00390625
decoders,linear,without_maturity,9,0.3050729330619281,0.34926182960420443,9,0,0.06839153726137412,0.439942792081228,0.28821420068451564,0.33465810753699743,llama-2-7b,llama-3.1-8b,0.0002607753289422659,0.00390625
decoders,quadratic,without_maturity,9,0.21171946985571166,0.21144793108980411,9,0,0.06750978115642621,0.36335707829782027,0.19276476880044807,0.22974568094312234,llama-2-7b,llama-3.1-8b,0.00026961255507725686,0.00390625
decoders,linear,without_mouth,9,0.3049285472742113,0.3492102551497274,9,0,0.06775449126115143,0.4397966919663861,0.2880700291876895,0.3345753042758438,llama-2-7b,llama-3.1-8b,0.00026474257377578957,0.00390625
decoders,quadratic,without_mouth,9,0.21177398969103794,0.2119394157290035,9,0,0.06681508823017579,0.363496298679214,0.192808701067516,0.22989385237364576,llama-2-7b,llama-3.1-8b,0.00027442323880730443,0.00390625
